,district,rooms,size,level,max_levels,price
6418,Shayhontohur,3,68.37,2,9,56000
6419,Mirzo Ulugbek,4,92.0,3,5,61000
6420,Chilonzor,2,63.0,1,5,45000
6421,Chilonzor,2,58.0,1,9,35000
6422,Shayhontohur,1,70.0,6,7,60000
6423,Uchtepa,2,56.0,6,9,34500
6424,Yunusobod,1,50.0,7,9,37500
6425,Mirobod,1,43.0,4,8,52000
6426,Mirobod,2,53.0,9,10,48000
6427,Yunusobod,3,72.0,4,9,78000
6428,Yakkasaroy,3,105.0,5,9,135000
6429,Sergeli,2,42.0,5,7,35000
6430,Yakkasaroy,2,49.0,4,5,36000
6431,Shayhontohur,7,320.0,7,7,130000
6432,Yashnobod,3,61.91,8,9,50027
6433,Yashnobod,2,53.1,3,6,34326
6434,Mirzo Ulugbek,2,39.9,4,9,21823
6435,Mirzo Ulugbek,2,50.3,5,9,27511
6436,Mirzo Ulugbek,2,41.4,5,9,22379
6437,Yashnobod,2,52.5,3,9,42423
6438,Yashnobod,4,104.1,5,9,84119
6439,Yashnobod,2,76.0,2,9,61413
6440,Mirzo Ulugbek,1,26.4,5,9,14439
6441,Shayhontohur,2,50.0,8,12,31000
6442,Sergeli,2,54.0,6,7,34075
6443,Yunusobod,3,78.0,4,5,43000
6444,Chilonzor,2,46.0,3,4,40000
6445,Chilonzor,2,54.0,2,4,39500
6446,Chilonzor,1,33.0,2,4,34000
6447,Chilonzor,3,62.0,2,4,52500
6448,Chilonzor,3,78.0,9,9,53500
6449,Chilonzor,2,55.0,4,4,36500
6450,Uchtepa,3,72.0,5,5,42400
6451,Uchtepa,4,80.0,1,4,55000
6452,Uchtepa,4,100.0,1,4,87000
6453,Chilonzor,3,110.0,2,4,115000
6454,Yakkasaroy,1,43.0,5,16,36000
6455,Chilonzor,2,50.0,4,4,32000
6456,Chilonzor,4,94.0,9,9,60132
6457,Chilonzor,2,49.0,4,4,35000
6458,Olmzor,3,91.0,3,3,85000
6459,Chilonzor,3,72.0,4,9,43000
6460,Chilonzor,1,30.0,4,4,26500
6461,Uchtepa,1,36.0,3,4,25500
6462,Chilonzor,4,110.0,3,9,84000
6463,Uchtepa,2,90.0,2,5,65000
6464,Shayhontohur,3,72.0,2,5,40000
6465,Yashnobod,2,70.0,5,9,50000
6466,Uchtepa,2,48.0,5,5,31000
6467,Uchtepa,4,86.0,2,5,66000
6468,Uchtepa,3,72.0,1,9,48000
6469,Uchtepa,4,90.0,3,5,48000
6470,Uchtepa,3,84.0,6,9,53500
6471,Chilonzor,2,58.0,8,9,33500
6472,Chilonzor,2,54.0,2,5,43000
6473,Chilonzor,2,65.0,5,12,42500
6474,Chilonzor,2,63.0,5,9,66000
6475,Uchtepa,1,32.0,4,4,23000
6476,Chilonzor,1,39.0,4,4,26000
6477,Yakkasaroy,2,51.0,1,5,60000
6478,Yakkasaroy,6,145.0,1,9,142000
6479,Shayhontohur,3,80.0,6,9,48000
6480,Shayhontohur,3,95.0,6,9,78000
6481,Shayhontohur,2,48.0,8,9,69000
6482,Chilonzor,3,75.0,2,9,66000
6483,Uchtepa,4,85.0,5,5,45000
6484,Uchtepa,2,52.0,5,5,35000
6485,Uchtepa,2,62.0,1,5,53000
6486,Uchtepa,4,100.0,9,9,52000
6487,Yashnobod,2,50.0,2,4,28500
6488,Chilonzor,2,43.0,3,9,22000
6489,Mirobod,2,70.0,4,9,55000
6490,Mirobod,3,70.0,2,4,65000
6491,Chilonzor,8,240.0,8,9,96000
6492,Chilonzor,8,240.0,9,10,96000
6493,Mirobod,3,110.0,5,9,105000
6494,Mirobod,3,114.0,1,8,77995
6495,Mirobod,2,70.0,8,9,52000
6496,Mirobod,4,97.0,3,5,53972
6497,Shayhontohur,4,165.0,4,7,140000
6498,Yashnobod,2,70.0,5,5,47000
6499,Yashnobod,2,50.0,4,4,42000
6500,Mirzo Ulugbek,2,46.0,4,4,30500
6501,Sergeli,1,24.0,2,2,15500
6502,Mirzo Ulugbek,1,33.0,2,4,24000
6503,Mirzo Ulugbek,2,58.0,4,5,31500
6504,Yunusobod,5,135.0,1,9,85000
6505,Olmzor,1,40.52,4,4,23000
6506,Shayhontohur,5,185.0,2,5,135000
6507,Mirobod,2,48.0,1,4,32000
6508,Mirzo Ulugbek,2,65.0,1,9,38000
6509,Shayhontohur,3,102.0,2,7,75000
6510,Shayhontohur,4,123.0,5,7,89000
6511,Yashnobod,5,140.0,3,8,98000
6512,Shayhontohur,3,96.0,7,7,68000
6513,Yashnobod,2,60.0,2,6,27000
6514,Shayhontohur,4,140.0,4,7,120000
6515,Mirobod,3,120.0,5,10,175000
6516,Chilonzor,4,100.0,1,12,45000
6517,Yunusobod,3,70.0,2,4,70000
6518,Mirobod,3,75.0,4,4,70000
6519,Mirobod,1,55.0,2,9,62000
6520,Yashnobod,5,135.0,3,9,88000
6521,Mirobod,3,73.0,2,9,79000
6522,Yunusobod,4,175.0,9,11,280000
6523,Yunusobod,4,172.0,7,8,150000
6524,Mirzo Ulugbek,7,192.0,8,9,155000
6525,Mirzo Ulugbek,2,58.0,4,4,52000
6526,Shayhontohur,2,75.0,2,3,87000
6527,Mirzo Ulugbek,5,160.0,3,5,175000
6528,Mirzo Ulugbek,4,115.0,5,5,93000
6529,Yunusobod,5,130.0,8,9,120000
6530,Yakkasaroy,5,115.0,8,9,65000
6531,Mirobod,3,100.0,3,5,105000
6532,Mirobod,5,115.0,6,9,98000
6533,Mirobod,4,110.0,8,9,93000
6534,Mirobod,4,120.0,10,16,125000
6535,Mirobod,4,180.0,3,9,225000
6536,Mirobod,2,88.0,5,12,95000
6537,Shayhontohur,5,210.0,2,4,140000
6538,Mirobod,5,225.0,8,9,130000
6539,Mirzo Ulugbek,3,83.0,2,6,41500
6540,Bektemir,3,75.0,4,4,34000
6541,Yashnobod,2,60.0,1,9,32500
6542,Yunusobod,2,65.0,6,9,50996
6543,Yakkasaroy,3,54.0,3,5,63000
6544,Mirzo Ulugbek,3,112.0,1,5,68000
6545,Mirzo Ulugbek,4,95.0,3,5,64000
6546,Mirzo Ulugbek,2,65.0,4,9,35999
6547,Yashnobod,2,52.0,4,4,26500
6548,Mirzo Ulugbek,1,49.5,7,7,24749
6549,Mirobod,3,115.0,5,5,65000
6550,Sergeli,6,130.0,5,9,75000
6551,Mirobod,2,65.0,4,9,80000
6552,Mirzo Ulugbek,1,48.0,7,7,24000
6553,Mirzo Ulugbek,1,31.3,7,7,16000
6554,Mirzo Ulugbek,1,46.3,7,7,23000
6555,Sergeli,3,57.0,3,7,43000
6556,Chilonzor,3,72.0,1,9,68000
6557,Mirzo Ulugbek,2,60.5,7,7,30000
6558,Yunusobod,1,24.0,7,10,13680
6559,Yunusobod,2,34.0,7,10,19380
6560,Chilonzor,3,65.0,1,4,57000
6561,Sergeli,5,188.0,3,4,70000
6562,Sergeli,1,37.6,1,6,28000
6563,Mirzo Ulugbek,3,75.0,1,5,60000
6564,Yashnobod,1,36.0,1,9,21989
6565,Shayhontohur,3,94.0,19,20,182000
6566,Mirobod,4,180.0,4,7,225000
6567,Mirzo Ulugbek,1,26.0,4,4,18500
6568,Mirzo Ulugbek,4,90.0,4,4,57000
6569,Yashnobod,3,119.0,1,5,95000
6570,Yakkasaroy,2,42.0,4,4,35000
6571,Yashnobod,1,42.0,4,9,37000
6572,Olmzor,2,58.0,2,4,39500
6573,Yunusobod,3,70.0,1,5,20000
6574,Chilonzor,4,100.0,6,9,70000
6575,Chilonzor,2,50.0,4,4,31000
6576,Yunusobod,2,50.0,1,4,33000
6577,Yakkasaroy,4,86.0,2,4,68000
6578,Yashnobod,3,66.0,3,4,39500
6579,Mirobod,2,280.0,9,9,48000
6580,Mirobod,2,64.75,9,9,48000
6581,Olmzor,3,72.0,7,9,35500
6582,Mirzo Ulugbek,4,94.0,7,9,125000
6583,Olmzor,3,59.0,6,9,33500
6584,Shayhontohur,2,48.0,4,4,40000
6585,Mirzo Ulugbek,2,48.0,1,4,32000
6586,Sergeli,4,99.5,8,9,50000
6587,Yunusobod,4,90.0,4,5,57000
6588,Mirobod,4,100.0,3,4,128000
6589,Uchtepa,3,72.0,7,9,52000
6590,Mirobod,4,82.0,4,4,63000
6591,Uchtepa,3,96.0,3,4,62000
6592,Uchtepa,2,52.0,4,4,35000
6593,Uchtepa,4,76.0,2,4,51500
6594,Mirobod,3,80.0,4,4,75000
6595,Chilonzor,2,47.0,3,4,41000
6596,Chilonzor,1,30.0,3,4,24000
6597,Chilonzor,3,70.0,1,5,47000
6598,Yunusobod,3,78.0,1,5,55000
6599,Mirzo Ulugbek,4,95.0,4,4,95000
6600,Mirobod,4,96.0,12,16,85000
6601,Yashnobod,2,58.0,5,5,29500
6602,Sergeli,4,105.0,7,9,42000
6603,Chilonzor,1,42.0,4,4,25000
6604,Yunusobod,5,180.0,5,8,280000
6605,Chilonzor,2,50.0,3,5,34000
6606,Chilonzor,2,50.0,1,5,35500
6607,Chilonzor,1,42.0,3,9,26500
6608,Chilonzor,1,38.0,3,4,24500
6609,Yunusobod,1,45.0,5,5,24000
6610,Yashnobod,2,54.0,4,4,31500
6611,Yangihayot,4,96.0,9,9,34500
6612,Chilonzor,4,92.0,2,4,115000
6613,Chilonzor,3,65.0,3,4,47500
6614,Mirobod,3,90.0,7,9,82000
6615,Yunusobod,5,107.0,8,9,58000
6616,Yashnobod,2,54.15,2,9,34000
6617,Yashnobod,3,93.0,2,9,82000
6618,Mirzo Ulugbek,2,65.0,5,9,41000
6619,Mirzo Ulugbek,2,48.0,1,4,34500
6620,Yakkasaroy,1,43.0,5,16,37000
6621,Olmzor,4,130.0,4,4,88000
6622,Mirzo Ulugbek,2,50.0,1,4,38000
6623,Chilonzor,1,32.0,3,4,30500
6624,Shayhontohur,3,80.0,3,4,60000
6625,Chilonzor,3,60.89,7,9,41000
6626,Yunusobod,2,60.0,2,4,58499
6627,Mirobod,3,84.0,3,4,90000
6628,Yunusobod,3,70.0,4,4,63000
6629,Yakkasaroy,4,110.0,1,4,154998
6630,Yunusobod,4,96.0,4,4,60000
6631,Yunusobod,2,60.0,2,4,75000
6632,Yunusobod,1,42.0,1,4,47000
6633,Yashnobod,1,50.0,2,9,45000
6634,Yunusobod,1,42.0,4,4,43000
6635,Yunusobod,2,55.0,1,4,43000
6636,Yakkasaroy,2,53.0,2,3,45000
6637,Yunusobod,2,65.0,6,9,60000
6638,Yunusobod,3,72.0,1,4,50000
6639,Yunusobod,3,70.0,2,4,60000
6640,Yunusobod,4,96.0,4,4,80000
6641,Yunusobod,3,70.0,2,4,60000
6642,Yunusobod,4,96.0,4,4,80000
6643,Yunusobod,3,63.0,2,5,73000
6644,Mirzo Ulugbek,3,74.0,7,9,62000
6645,Shayhontohur,3,70.0,2,4,55000
6646,Yunusobod,5,110.0,8,9,61998
6647,Mirobod,2,65.0,3,9,54998
6648,Yunusobod,5,110.0,7,9,72999
6649,Shayhontohur,2,58.0,2,4,47500
6650,Shayhontohur,2,72.0,4,4,42000
6651,Yakkasaroy,3,75.0,3,4,75000
6652,Mirobod,1,34.0,2,5,36500
6653,Mirobod,3,80.0,3,4,90000
6654,Mirobod,2,65.0,4,4,60000
6655,Chilonzor,3,73.0,4,9,53000
6656,Yunusobod,3,115.0,5,9,105000
6657,Shayhontohur,3,73.0,5,9,51000
6658,Shayhontohur,3,94.0,4,4,72500
6659,Shayhontohur,3,73.0,6,9,60000
6660,Olmzor,3,73.0,6,9,53000
6661,Yakkasaroy,4,160.0,5,8,160000
6662,Shayhontohur,3,65.0,8,9,55000
6663,Sergeli,5,115.0,1,4,82000
6664,Shayhontohur,3,100.0,4,4,85000
6665,Shayhontohur,4,78.0,8,9,50000
6666,Olmzor,1,38.0,4,4,18000
6667,Mirobod,4,100.0,3,4,88000
6668,Mirobod,3,100.0,5,9,115000
6669,Yakkasaroy,4,160.0,2,7,195000
6670,Mirobod,2,38.0,8,8,60000
6671,Mirzo Ulugbek,3,70.0,4,5,47000
6672,Mirzo Ulugbek,3,72.0,6,9,56000
6673,Mirzo Ulugbek,4,130.0,2,4,130000
6674,Yakkasaroy,1,30.0,3,4,26500
6675,Yakkasaroy,3,105.0,4,10,145000
6676,Yashnobod,4,144.0,8,8,185000
6677,Yashnobod,2,57.0,6,9,37000
6678,Yakkasaroy,3,100.0,5,12,85000
6679,Yunusobod,4,92.0,5,5,40500
6680,Chilonzor,3,68.0,2,5,44000
6681,Olmzor,2,56.0,1,5,32500
6682,Chilonzor,3,82.0,3,4,70000
6683,Yunusobod,2,63.0,9,9,43000
6684,Mirobod,2,65.0,8,8,90000
6685,Yashnobod,2,51.0,4,4,26500
6686,Sergeli,2,45.0,4,7,30000
6687,Olmzor,4,130.0,1,7,129999
6688,Sergeli,3,58.0,1,7,44000
6689,Yashnobod,3,70.0,3,5,43000
6690,Yunusobod,4,93.0,3,4,55000
6691,Olmzor,3,91.0,3,3,85000
6692,Olmzor,3,76.0,5,5,39500
6693,Yunusobod,2,54.0,3,4,40000
6694,Mirobod,3,68.0,3,4,34000
6695,Yunusobod,3,75.0,1,4,80000
6696,Mirzo Ulugbek,3,75.0,3,4,90000
6697,Chilonzor,3,70.0,4,4,37500
6698,Chilonzor,2,50.0,2,5,37500
6699,Chilonzor,2,50.0,2,4,34500
6700,Chilonzor,2,50.0,4,4,34000
6701,Chilonzor,2,50.0,4,4,30500
6702,Chilonzor,2,50.0,2,5,36500
6703,Chilonzor,1,40.0,2,4,29500
6704,Chilonzor,1,32.0,4,5,24500
6705,Chilonzor,1,32.0,2,4,28500
6706,Chilonzor,1,32.0,3,5,24500
6707,Chilonzor,1,33.0,4,4,26000
6708,Uchtepa,1,39.38,5,5,27950
6709,Chilonzor,3,80.0,2,9,59000
6710,Mirzo Ulugbek,3,73.0,1,4,35192
6711,Uchtepa,1,30.0,1,4,29400
6712,Yunusobod,3,70.0,2,4,48000
6713,Yunusobod,2,55.0,2,5,33500
6714,Mirzo Ulugbek,2,54.0,5,5,50000
6715,Olmzor,4,100.0,2,9,53000
6716,Chilonzor,2,44.0,3,4,33000
6717,Mirzo Ulugbek,5,110.0,2,4,85000
6718,Chilonzor,2,50.0,2,4,30500
6719,Olmzor,2,60.0,2,9,36000
6720,Olmzor,1,40.0,2,9,26000
6721,Mirzo Ulugbek,3,80.0,2,4,140000
6722,Mirobod,5,115.0,4,9,98000
6723,Shayhontohur,2,92.0,2,9,50000
6724,Shayhontohur,6,341.0,2,3,250000
6725,Yunusobod,4,115.0,7,9,68000
6726,Yashnobod,3,78.0,2,9,75000
6727,Chilonzor,4,91.0,9,9,72000
6728,Olmzor,3,70.0,4,4,37000
6729,Chilonzor,3,67.0,2,4,52500
6730,Uchtepa,1,30.0,1,4,29500
6731,Chilonzor,2,50.0,2,4,37500
6732,Sergeli,2,52.0,1,4,43000
6733,Shayhontohur,5,100.0,7,9,48000
6734,Yashnobod,2,61.0,8,9,34000
6735,Shayhontohur,3,77.0,5,5,45000
6736,Chilonzor,1,30.0,2,4,27000
6737,Chilonzor,1,30.0,4,4,25500
6738,Chilonzor,1,30.0,1,4,25200
6739,Chilonzor,1,30.0,3,4,22700
6740,Mirobod,3,71.0,2,9,47000
6741,Shayhontohur,2,55.0,4,4,40000
6742,Shayhontohur,3,68.41,4,9,56000
6743,Mirobod,2,65.0,8,8,90000
6744,Yakkasaroy,1,48.0,6,8,57000
6745,Mirzo Ulugbek,1,20.0,1,4,17500
6746,Mirobod,3,75.0,6,9,85000
6747,Mirobod,2,68.0,3,9,33000
6748,Chilonzor,2,44.0,5,5,35000
6749,Mirobod,4,93.6,4,4,92500
6750,Mirobod,4,121.0,5,9,115000
6751,Yunusobod,2,60.0,7,9,63000
6752,Chilonzor,5,109.0,3,5,80000
6753,Uchtepa,3,80.0,4,4,51000
6754,Uchtepa,3,92.0,4,4,44000
6755,Uchtepa,3,67.0,3,4,42000
6756,Uchtepa,3,68.0,2,5,46000
6757,Yakkasaroy,1,43.0,12,16,33500
6758,Yakkasaroy,2,52.0,5,5,36200
6759,Yakkasaroy,2,63.0,1,9,43000
6760,Uchtepa,2,54.0,3,4,31000
6761,Uchtepa,4,96.0,4,4,73000
6762,Uchtepa,4,80.0,5,5,47000
6763,Uchtepa,4,76.0,1,5,120000
6764,Uchtepa,3,70.0,4,5,47000
6765,Mirobod,3,135.0,3,8,88000
6766,Uchtepa,2,54.0,1,5,52000
6767,Uchtepa,5,120.0,3,5,120000
6768,Uchtepa,4,86.0,6,9,68500
6769,Uchtepa,4,78.0,1,4,56000
6770,Uchtepa,3,72.0,7,9,58000
6771,Chilonzor,2,47.0,2,4,32000
6772,Uchtepa,3,98.0,3,4,66000
6773,Chilonzor,2,58.0,3,9,40500
6774,Chilonzor,2,60.0,3,5,33500
6775,Chilonzor,2,60.0,3,5,35500
6776,Chilonzor,2,50.0,4,5,33500
6777,Chilonzor,2,50.0,2,5,34000
6778,Chilonzor,1,36.0,2,4,26500
6779,Chilonzor,1,36.0,1,4,26500
6780,Chilonzor,1,32.0,3,5,25500
6781,Uchtepa,3,65.0,4,4,43000
6782,Chilonzor,3,70.0,5,5,40000
6783,Uchtepa,2,46.0,1,4,38500
6784,Uchtepa,2,50.0,4,4,32000
6785,Chilonzor,2,50.0,1,4,43500
6786,Mirobod,2,65.0,8,9,52000
6787,Chilonzor,2,70.0,2,4,68000
6788,Chilonzor,2,46.0,4,4,35000
6789,Chilonzor,1,34.0,2,4,30500
6790,Uchtepa,2,56.0,3,4,37000
6791,Uchtepa,2,46.0,1,5,28500
6792,Shayhontohur,2,46.0,9,9,37000
6793,Chilonzor,3,71.0,2,4,43000
6794,Mirzo Ulugbek,2,54.0,5,5,50000
6795,Mirobod,3,135.0,3,9,88000
6796,Chilonzor,2,47.0,4,4,35000
6797,Mirobod,4,100.0,8,9,95000
6798,Chilonzor,5,104.0,2,5,63000
6799,Chilonzor,1,42.0,2,5,31000
6800,Chilonzor,2,62.0,8,9,37000
6801,Mirobod,3,65.0,4,4,35000
6802,Chilonzor,2,50.0,4,4,33000
6803,Mirobod,4,116.0,9,9,75000
6804,Yakkasaroy,4,92.0,6,9,120000
6805,Chilonzor,3,100.0,2,9,73000
6806,Yakkasaroy,2,58.0,5,5,46000
6807,Chilonzor,3,65.0,4,4,53000
6808,Chilonzor,3,56.0,1,4,41000
6809,Chilonzor,1,34.0,2,4,29000
6810,Chilonzor,2,49.0,1,4,37000
6811,Chilonzor,2,52.0,2,4,36500
6812,Chilonzor,2,50.0,1,4,34000
6813,Chilonzor,2,59.0,5,9,36000
6814,Chilonzor,3,64.0,6,9,25000
6815,Chilonzor,3,67.0,1,4,48000
6816,Chilonzor,4,80.0,3,5,74000
6817,Chilonzor,4,116.0,4,4,120000
6818,Chilonzor,3,110.0,4,9,70000
6819,Mirzo Ulugbek,1,27.0,5,5,23000
6820,Mirobod,3,90.0,1,9,85000
6821,Chilonzor,2,50.0,2,4,30500
6822,Yunusobod,3,80.0,7,9,49500
6823,Mirzo Ulugbek,2,60.0,1,4,39000
6824,Yunusobod,3,71.0,5,9,68000
6825,Uchtepa,2,49.0,4,9,37000
6826,Mirzo Ulugbek,3,80.0,4,5,45000
6827,Uchtepa,3,67.0,4,4,34900
6828,Mirzo Ulugbek,4,95.0,5,5,46000
6829,Mirzo Ulugbek,3,66.0,3,4,56000
6830,Chilonzor,1,30.0,4,4,27000
6831,Uchtepa,1,33.0,2,5,23000
6832,Chilonzor,2,55.0,1,4,47300
6833,Chilonzor,2,46.0,3,4,34000
6834,Chilonzor,2,48.0,1,4,40000
6835,Mirzo Ulugbek,4,87.0,8,9,40500
6836,Chilonzor,2,54.0,1,4,43000
6837,Uchtepa,3,65.0,4,4,42800
6838,Shayhontohur,3,72.0,2,9,58500
6839,Chilonzor,5,110.0,1,5,160000
6840,Uchtepa,2,42.0,3,5,32500
6841,Chilonzor,3,68.0,4,4,48500
6842,Chilonzor,3,68.0,1,4,58500
6843,Mirzo Ulugbek,3,75.0,7,9,39500
6844,Uchtepa,1,38.0,5,5,23000
6845,Uchtepa,3,66.0,3,5,53000
6846,Uchtepa,3,72.0,5,5,43000
6847,Uchtepa,3,60.0,5,5,33500
6848,Yakkasaroy,2,62.0,3,5,39000
6849,Mirzo Ulugbek,3,70.0,3,4,47000
6850,Uchtepa,4,84.0,5,5,48000
6851,Uchtepa,2,52.0,3,5,35000
6852,Chilonzor,1,30.0,2,4,25500
6853,Chilonzor,4,78.0,4,4,55500
6854,Chilonzor,5,150.0,4,4,100000
6855,Uchtepa,4,76.0,2,5,69000
6856,Uchtepa,4,74.0,1,5,52500
6857,Chilonzor,2,44.0,3,3,31000
6858,Uchtepa,3,70.0,5,5,44000
6859,Uchtepa,2,58.0,5,5,33000
6860,Uchtepa,4,80.0,4,5,53000
6861,Uchtepa,4,76.0,3,5,69000
6862,Yashnobod,4,90.0,3,4,60000
6863,Uchtepa,4,80.0,4,5,47500
6864,Chilonzor,2,42.0,2,5,40000
6865,Chilonzor,4,112.0,3,4,118000
6866,Yashnobod,3,70.0,2,4,36500
6867,Yunusobod,5,135.0,2,9,82000
6868,Chilonzor,2,52.0,5,5,36000
6869,Chilonzor,4,80.0,4,5,65000
6870,Shayhontohur,4,90.0,3,4,53000
6871,Mirzo Ulugbek,2,60.0,5,5,37500
6872,Yunusobod,2,52.0,4,5,37000
6873,Mirzo Ulugbek,4,110.0,1,9,52000
6874,Yakkasaroy,4,96.0,2,9,67000
6875,Yashnobod,2,50.0,2,4,31000
6876,Mirzo Ulugbek,4,92.0,4,4,52000
6877,Shayhontohur,3,105.0,4,7,128000
6878,Chilonzor,3,68.0,4,4,35000
6879,Chilonzor,3,75.0,5,9,50000
6880,Yunusobod,3,67.0,5,5,40000
6881,Mirzo Ulugbek,3,118.0,3,5,95000
6882,Mirobod,3,85.0,5,9,74000
6883,Yunusobod,2,55.0,3,4,48000
6884,Mirobod,2,70.0,4,7,69000
6885,Shayhontohur,3,80.0,4,7,57500
6886,Mirzo Ulugbek,3,105.0,4,4,87000
6887,Olmzor,1,43.0,3,9,25000
6888,Yakkasaroy,5,211.0,8,9,190000
6889,Chilonzor,2,65.0,1,5,41000
6890,Chilonzor,2,50.0,2,5,36500
6891,Chilonzor,2,50.0,4,4,33500
6892,Chilonzor,2,45.0,2,5,37000
6893,Chilonzor,2,50.0,3,4,30500
6894,Chilonzor,1,42.0,6,9,26500
6895,Chilonzor,1,40.0,1,4,25500
6896,Chilonzor,1,42.0,4,4,25000
6897,Mirzo Ulugbek,3,80.0,3,4,103000
6898,Mirzo Ulugbek,2,65.0,4,12,52500
6899,Shayhontohur,3,72.0,6,9,57000
6900,Yashnobod,3,70.0,4,4,37500
6901,Yashnobod,1,18.0,1,4,10500
6902,Mirobod,5,117.0,1,9,136000
6903,Uchtepa,1,41.0,3,5,26000
6904,Yunusobod,4,110.0,7,9,69000
6905,Chilonzor,2,52.0,3,4,32300
6906,Chilonzor,3,66.0,5,5,40000
6907,Mirobod,4,110.0,9,9,70500
6908,Shayhontohur,3,95.0,2,9,50000
6909,Mirzo Ulugbek,5,191.0,8,9,150000
6910,Yashnobod,1,26.0,1,4,19000
6911,Olmzor,4,74.07,4,4,44000
6912,Sergeli,1,24.0,2,2,15500
6913,Yunusobod,1,45.0,4,4,27000
6914,Uchtepa,3,105.0,5,6,85000
6915,Uchtepa,3,70.0,2,4,47000
6916,Chilonzor,1,50.0,3,4,33000
6917,Uchtepa,3,80.0,11,12,44000
6918,Uchtepa,2,48.0,6,9,42000
6919,Uchtepa,3,58.0,4,5,43000
6920,Shayhontohur,2,60.0,1,4,45000
6921,Mirzo Ulugbek,1,38.0,4,4,21000
6922,Shayhontohur,3,63.0,1,2,65000
6923,Yakkasaroy,2,49.0,4,5,36000
6924,Olmzor,5,100.0,3,4,57000
6925,Yunusobod,3,110.0,2,8,165000
6926,Yakkasaroy,1,22.0,2,9,27000
6927,Mirzo Ulugbek,3,120.0,3,5,125000
6928,Mirobod,3,157.0,8,9,105000
6929,Yakkasaroy,1,47.0,7,16,34000
6930,Chilonzor,2,48.0,4,4,42000
6931,Yashnobod,4,97.0,6,9,95000
6932,Yashnobod,4,92.0,4,9,53000
6933,Chilonzor,3,60.0,2,4,45000
6934,Chilonzor,1,34.0,1,5,29000
6935,Yakkasaroy,5,116.0,3,9,87000
6936,Uchtepa,2,48.0,3,4,41000
6937,Uchtepa,2,50.0,2,4,35000
6938,Yashnobod,2,48.0,3,4,28000
6939,Chilonzor,2,46.0,4,4,47000
6940,Yunusobod,3,70.0,2,4,51000
6941,Uchtepa,3,70.0,3,9,42500
6942,Mirzo Ulugbek,3,85.0,8,9,58000
6943,Yakkasaroy,3,82.0,4,4,75000
6944,Uchtepa,2,56.0,2,4,37000
6945,Shayhontohur,4,85.0,3,4,53000
6946,Mirobod,2,59.0,4,4,24000
6947,Olmzor,2,58.0,5,9,28000
6948,Chilonzor,2,48.0,2,4,37000
6949,Sergeli,2,43.0,4,7,34000
6950,Mirzo Ulugbek,3,70.0,3,4,38500
6951,Yunusobod,4,130.0,4,9,95000
6952,Shayhontohur,4,88.0,2,9,78000
6953,Shayhontohur,2,68.0,6,9,68000
6954,Mirzo Ulugbek,2,48.0,4,4,27394
6955,Yakkasaroy,3,96.0,1,7,96000
6956,Mirzo Ulugbek,2,48.0,4,4,26829
6957,Sergeli,3,55.0,6,7,40500
6958,Yashnobod,1,48.0,6,6,18385
6959,Mirzo Ulugbek,2,60.0,5,5,36000
6960,Mirzo Ulugbek,3,61.0,1,4,120000
6961,Chilonzor,1,30.0,1,4,26500
6962,Chilonzor,3,64.0,3,3,39500
6963,Chilonzor,1,30.0,3,4,26000
6964,Uchtepa,4,80.0,2,4,60000
6965,Chilonzor,3,68.0,5,5,43000
6966,Chilonzor,3,68.0,4,4,40000
6967,Uchtepa,3,76.0,3,9,63000
6968,Olmzor,3,67.0,1,4,51000
6969,Uchtepa,3,65.0,2,4,43000
6970,Uchtepa,2,56.0,6,9,39500
6971,Uchtepa,2,60.0,1,9,46000
6972,Uchtepa,2,63.0,3,4,41000
6973,Chilonzor,3,68.0,4,4,35500
6974,Chilonzor,1,26.0,4,5,26100
6975,Chilonzor,2,50.0,2,4,34500
6976,Chilonzor,2,50.0,3,5,35500
6977,Chilonzor,1,42.0,4,5,27000
6978,Chilonzor,1,36.0,2,5,25500
6979,Chilonzor,1,40.0,4,4,24500
6980,Uchtepa,2,58.0,4,5,33000
6981,Chilonzor,2,63.0,4,4,48500
6982,Chilonzor,3,75.0,3,4,51000
6983,Mirobod,4,97.0,12,16,82500
6984,Chilonzor,2,62.0,2,4,42000
6985,Chilonzor,3,90.0,3,4,122000
6986,Chilonzor,3,70.0,7,9,39500
6987,Chilonzor,2,42.0,4,4,31500
6988,Chilonzor,2,75.0,6,9,75000
6989,Uchtepa,3,70.0,4,9,68000
6990,Shayhontohur,4,85.0,2,5,61001
6991,Chilonzor,3,93.0,4,4,73500
6992,Chilonzor,5,124.0,7,8,90000
6993,Chilonzor,3,98.0,9,9,45000
6994,Shayhontohur,3,72.0,8,9,69000
6995,Chilonzor,3,70.0,4,4,47000
6996,Uchtepa,2,40.0,2,4,36000
6997,Shayhontohur,1,38.0,2,5,28500
6998,Shayhontohur,1,30.0,3,4,23000
6999,Chilonzor,4,80.0,5,5,43000
7000,Shayhontohur,5,163.0,3,4,95000
7001,Chilonzor,3,68.0,2,2,37000
7002,Chilonzor,4,100.0,2,9,105000
7003,Chilonzor,3,70.0,2,4,38000
7004,Chilonzor,2,60.0,3,4,42000
7005,Shayhontohur,3,75.0,2,4,49000
7006,Chilonzor,2,47.0,4,4,30500
7007,Shayhontohur,3,78.0,3,5,65000
7008,Chilonzor,1,35.0,3,4,24500
7009,Mirobod,3,120.0,5,10,175000
